AccountNumber,MasterCustomerDetailsFlag,PrimaryAccountHolderFlag,Title,FirstName,MiddleInitial,LastName,NameSuffix,BusinessName,StreetAddress1,StreetAddress2,StreetAddress3,City,State,ZipCodePre,ZipCodeSuffix,DateOfBirth,DeathDate,PhoneNumber,EmailAddress,SSN,CommunicationPreference,Income,EmployerName,EmploymentDate,MemberStartDate,RelationshipCode,RaddonSegment,County,Region,Branch,CheckingFlag,CDFlag,MoneyMarketFlag,AutoLoanFlag,CreditCardFlag,PLFlag,HELOCFlag,HomeEquityLoanFlag,FirstMortgageFlag,StudentLoanFlag,OnlineBankingFlag,BillPayFlag,DebitCardFlag,NegShareWarning,BankruptcyWarning,DQWarning,BadAddressWarning,BadEmailWarning,ExcessiveFeesWarning,CreditScore1,CreditScoreDate1,CreditScore2,CreditScoreDate2,CreditScore3,CreditScoreDate3,CreditScore4,CreditScoreDate4,ProductAccountNumber,ProductType,Description,MonthlyPayment,DateOpened,Rate,TermType,TermInMonths,OriginalBalance,CurrentBalance,CCLimit,FlexFlag1,FlexFlag2,FlexFlag3,FlexFlag4,FlexFlag5,FlexFlag6,FlexFlag7,FlexFlag8,FlexFlag9,FlexFlag10,FlexChar1,FlexChar2,FlexChar3,FlexChar4,FlexNum1,FlexNum2,FlexNum3,FlexNum4,FlexDate1,FlexDate2,FlexDate3,FlexDate4,FlexMoney1,FlexMoney2,FlexMoney3,FlexMoney4,FlexRate1,FlexRate2,FlexRate3,FlexRate4
101981,1,1,Ms.,Elmo,R,Tanner,,Esq Nylonge,910-3870 Reider St.,"P.O. Box 695, 2085 Growers Avenue",8782 Betzold Avenue,Cawdor,NM,88899,4216,10/21/2002,12/13/2011,,Halpin.Irene.A@EsqThomas&.com,215643423,email,73320,Rentals Inc,46,1/3/2006,38,Middle Market,Review,University,Fifth Ave.,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
101982,1,1,Mrs.,Callum,Y,Nash,Sr.,Esq Stationers,5381 Offices Ave,"P.O. Box 749, 4129 Insurance Rd.","P.O. Box 747, 7660 Esq St.",Traralgon,AK,7914,1406,11/8/1945,8/30/2011,,Company@BuildingCorporation.ca,215699660,email,101010,Cmptg Solutions,35,12/8/1994,7,Middle Income Depositor,Jack,Hamilton,Fifth Ave.,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
101983,1,1,Mrs.,Kasimir,Z,Gibbs,III,William R,794-3291 Md Rd.,8976 Equipment Avenue,4117 Midlen St.,Nashua,MS,29469,3536,8/18/1956,11/13/2012,,Shea.David.J@ScaleInc.org,215755897,email,204594,J Machinery,45,1/24/1989,31,Upscale,Mail,Henson,Fifth Ave.,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
101984,1,1,Mrs.,Walker,B,Buckley,II,Arthur Cpa,3814 John Avenue,"P.O. Box 689, 6621 Travel Avenue",Ap #621-3717 Escrow Rd.,Tilburg,RI,60839,4055,9/19/1932,1/20/2012,,Karen.T.Esq@Esq.edu,215812134,email,139451,Insurcorp Inc,22,10/5/1991,45,Middle Income Depositor,Inc,Action,Fifth Ave.,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
101985,1,1,Mrs.,Aaron,A,Berry,,E Norwalk,Ap #654-4881 H Rd.,898-288 Products St.,"P.O. Box 879, 1251 Paper Street",Montgomery,IL,20840,9812,6/2/1978,3/20/2012,,Pip.Printing.Wyckoff@EsqCooper&.edu,215868371,email,115945,Esq Cody,4,12/25/2007,38,Middle Market,Kapetanakis,Nurses,Fifth Ave.,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
101986,1,1,Mr.,Clark,Y,Beard,II,Veron J,Ap #613-3854 Brush St.,119-6232 John Avenue,Ap #121-2934 Lee Street,Warsage,MD,80752,2852,3/31/2008,12/22/2011,,Prod.Seawright@Everngam&Co.org,215924608,email,207756,8 Motel,33,11/23/1957,84,Upscale,Heating,Office,Fifth Ave.,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
101987,1,1,Ms.,Hyatt,Q,Contreras,II,Optical Supply,Ap #526-3786 Inc Avenue,"P.O. Box 104, 1459 A Av.",156-6107 T Road,Nampa,RI,45116,6876,7/18/1942,1/29/2013,,Regan@CompanyAccurateColor.edu,215980845,email,40809,& Libowitz,5,2/17/1968,64,Fee Driven,Rolfe,Edward,Fifth Ave.,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
101988,1,1,Ms.,Jakeem,X,Jensen,,Esq Woodside,956-4620 Lisher St.,"P.O. Box 913, 8314 Esq Rd.",591-9803 Roebuck Ave,New Glasgow,VA,32311,7882,12/5/1937,4/29/2013,,Brown.Phillip@CEsqSavage.ca,216037082,email,135789,Inc Healthcare,39,1/24/1974,27,Credit Driven,I,Builders,Fifth Ave.,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
101989,1,1,Miss,Owen,C,Boyle,II,Inc Kpff,814-6441 Appraisal Road,298-1108 A St.,3112 Team Rd.,Ede,MT,49334,3805,11/28/1944,8/20/2011,,Geoffrey.Esq@SavingsBank.co.uk,216093319,email,70176,Ramada Inn,16,10/29/1956,32,Middle Income Depositor,Woodworkers,&,Fifth Ave.,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
101990,1,1,Mr.,Rashad,L,Barron,Jr.,Distillers &,"P.O. Box 910, 5642 Carpet Street","P.O. Box 972, 508 Speciality Avenue","P.O. Box 736, 7335 The Rd.",Rutland,WV,26691,1114,1/24/2007,1/16/2013,,Co@Pursuits.edu,216149556,email,112911,Judith Droz,1,3/31/2006,35,Middle Income Depositor,Co,Brook,Fifth Ave.,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
101991,1,1,Mr.,Hashim,Z,Dixon,III,Dev Corp,"P.O. Box 936, 3798 Co St.",195-6304 Hill Avenue,9167 Jerrold Av.,Cambridge,CT,67904,3031,12/19/1934,9/7/2012,,Schaff@CapitalManagementDonohue.org,216205793,email,106143,Co Hall,48,6/18/1994,43,Middle Market,Livingston,Siviglia,Fifth Ave.,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
101992,1,1,Miss,Kato,W,Avila,Jr.,Engineering Schlackman,Ap #967-4218 William Ave,Ap #175-8239 Medlin Street,534-9644 Inc Avenue,Halesowen,MT,14901,3834,5/19/2004,4/2/2013,,Cal.Pa@KevinHealey.co.uk,216262030,email,229197,Jr Buckeye,1,12/13/1982,36,Upscale,Gas,Josel,Fifth Ave.,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
101993,1,1,Ms.,Chandler,U,Rivas,III,Berry Robert,Ap #100-3968 Inc St.,"P.O. Box 548, 670 Scisci Av.",647-3832 Paper Ave,Coldstream,AZ,41206,5983,6/14/1931,8/30/2011,,United.Waste@System.edu,216318267,email,39587,Agency Alloy,23,4/5/1969,3,Low Income Depositor,Blvd,Filter,Fifth Ave.,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
101994,1,1,Ms.,Oscar,Y,Hodges,,Rentals Inc,811-5931 Inc Rd.,184-3546 & Rd.,332-2545 Dowse Rd.,Alloa,ID,32220,5653,2/23/1995,8/22/2012,,Group.Inc.Wernsing@WhiteLawrenceR.ca,216374504,email,114231,Key Travel,6,3/25/2012,35,Middle Market,Jacobs,H,Fifth Ave.,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
101995,1,1,,Zeus,U,Hays,,Clark Francis,376-6368 Perkins Rd.,311-6266 Products Ave,"P.O. Box 974, 6891 Berry Street",Fargo,WV,15261,9071,5/23/2019,4/11/2012,,Esq.Cody.Daniel@StopWoodwardJohn.edu,216430741,email,113941,Metal Cutting,39,5/23/1972,1,Middle Income Depositor,Therm,Check,Fifth Ave.,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
101996,1,1,Mr.,Nolan,R,Gilliam,II,Cpa Larson,962-5495 Scl Av.,"P.O. Box 561, 7761 Pepsi Street",3941 Glen Ave,Petit-Rechain,PA,98129,5343,10/19/1977,2/25/2012,,Esq.P@Martinique.co.uk,216486978,email,25840,Limousine Service,48,5/12/1982,89,Fee Driven,Esq,Pa,Fifth Ave.,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
101997,1,1,,Nero,G,Underwood,Sr.,Credit Un,308-7358 Bucks Rd.,"P.O. Box 481, 6274 Oak Avenue",7056 Metropolitan St.,Omaha,FL,8847,5004,6/7/2003,8/30/2011,,Products@BrianRealtor.com,216543215,email,221466,South Inc,34,4/28/1971,30,Upscale,Accts,Esq,Fifth Ave.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
101998,1,1,,Drew,I,Romero,II,David B,"P.O. Box 636, 7378 Boykin Avenue",Ap #481-484 Corp Rd.,"P.O. Box 367, 6540 L St.",Rochester,FL,28211,6812,9/21/1944,2/16/2012,,Woodside.Travel.Trust@Wrecking.co.uk,216599452,email,215648,Graphics Inc,18,2/2/1998,92,Upscale,C,20,Fifth Ave.,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
101999,1,1,Mrs.,Harlan,N,Barlow,,Lunt Donald,8605 C Av.,485-5658 Oregon Ave,"P.O. Box 732, 7199 F Ave",Aberdeen,WI,10649,2476,7/4/2012,4/19/2013,,Of@AmerSavMart.com,216655689,email,48213,Varda John,5,9/10/1999,3,Low Income Depositor,Christine,Victoria,Fifth Ave.,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
102000,1,1,,Herrod,Z,Dalton,,Jack M,418-4303 L Rd.,3751 Benson Rd.,222-341 Express Road,Hay-on-Wye,MO,31297,2173,10/28/1935,3/3/2012,,Sav@&Hardware.ca,216711926,email,246856,Sears Roebuck,27,11/27/1974,79,Upscale,Whol,Nichols,Fifth Ave.,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
102001,1,1,Mrs.,Ryan,Y,Osborn,II,Esq Shea,"P.O. Box 944, 1466 & Ave",279-5076 Brush Avenue,"P.O. Box 712, 5106 Village Avenue",Zeist,MD,17028,5201,7/11/1971,10/27/2011,,&@Pursuits.co.uk,216768163,email,129245,D Short,27,11/5/2005,11,Middle Market,Esq,American,Fifth Ave.,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
102002,1,1,Ms.,Hashim,W,Brooks,III,Super 8,"P.O. Box 413, 4944 Studio Av.",Ap #308-1053 Schechter Avenue,Ap #456-3931 For St.,Oakham,TN,68778,121,5/3/2027,9/22/2011,,Bush@Hanson.com,216824400,email,4473,Perkiss Pc,48,7/4/1985,7,Low Income Depositor,Jr,Lisher,Fifth Ave.,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
102003,1,1,,Solomon,U,Hodges,Jr.,Dynamics Group,5204 J Avenue,"P.O. Box 573, 5555 L Rd.",380-7835 Essc Rd.,Flushing,NH,73775,3853,5/30/1973,10/15/2012,,&@ShopUtility.ca,216880637,email,206232,Wilshire Cupkovic,46,10/31/1984,78,Upscale,Inc,Hughes,Fifth Ave.,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
102004,1,1,Mrs.,Ali,P,Ford,II,Co Mckesson,841 Fun Av.,2945 Corporation Av.,966-8238 Printing Ave,Minneapolis,CO,30117,2849,11/23/2009,10/26/2012,,M@Madden.org,216936874,email,121353,Safety Direct,18,6/5/1970,99,Middle Market,N,Homes,Fifth Ave.,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
102005,1,1,,Zephania,L,Abbott,,Wirth John,6635 Hobbies Rd.,Ap #811-8317 Nielsen Rd.,"P.O. Box 243, 7638 Esq Ave",Norwich,PA,19931,2389,2/16/1936,12/27/2012,,Esq@Jr.net,216993111,email,43665,Acra Aerospace,38,6/22/1984,20,Low Income Depositor,Supply,Amer,Fifth Ave.,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
102006,1,1,,Declan,L,Petty,II,Goodwill Speciality,Ap #723-1161 Inc Street,Ap #643-5538 Rascher Rd.,7141 Corp Rd.,Toledo,GA,79782,1479,7/18/1997,12/7/2011,,Pk.&@Dry.org,217049348,email,117615,Inn San,45,9/23/1966,30,Middle Income Depositor,Willamette,De,Fifth Ave.,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
102007,1,1,,Ian,F,Coleman,,Charles G,7523 Wernsing Rd.,Ap #300-1657 Credit St.,Ap #518-4786 Porter Avenue,Wick,VT,14853,3640,12/20/2006,10/23/2011,,Inc.Apartment.Mart@Esq.net,217105585,email,9267,Metropolitan Elevator,19,2/14/2007,82,Low Income Depositor,Co,Precision,Fifth Ave.,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
102008,1,1,Ms.,Andrew,V,Dillard,,Grt Nthrn,320-1760 Inc St.,Ap #656-6104 Moraschs Rd.,Ap #264-2793 Hotel Road,Meppel,FL,81219,735,10/19/2028,8/9/2011,,Corporation.Good@ReliableOpticalRidley.net,217161822,email,179185,Organization Callaghan,32,2/2/1975,21,Upscale,Esq,Kevin,Fifth Ave.,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
102009,1,1,Miss,Cyrus,B,Hardin,III,Printing Factory,"P.O. Box 636, 6467 Express Avenue",241-6580 Sav Av.,"P.O. Box 487, 5091 Esq St.",Opheylissem,NM,28429,8124,6/24/2012,3/12/2012,,Albers.Technologies.Corp@IncPepsi.net,217218059,email,183862,Paper Stock,28,5/12/1959,8,Upscale,Valley,&,Fifth Ave.,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
102010,1,1,Mrs.,Reuben,S,Hoover,III,Denker Aaron,1513 Inc Ave,996-7043 C Avenue,483-9961 Co Rd.,Little Rock,AZ,64677,4172,7/22/1965,9/30/2011,,A.Hamilton.Corp@SchaffMichaelD.edu,217274296,email,140653,Judith Droz,35,3/3/1969,11,Middle Income Depositor,Henson,Microtel,Fifth Ave.,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
102011,1,1,Mr.,Lewis,H,Glover,Sr.,Bottling Howard,"P.O. Box 202, 4789 Esq Rd.",884-5870 Inc Rd.,"P.O. Box 127, 8884 Newood St.",Clovenfords,GA,768,8118,10/27/1972,5/7/2013,,Esq.Berry.Naturipe@KeyTravel.co.uk,217330533,email,9462,Wire Products,3,1/29/1982,41,Low Income Depositor,Woodward,Div,Fifth Ave.,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
102012,1,1,,Plato,Z,Cardenas,II,American Rlty,Ap #313-9429 Cnty St.,8585 Engineering Street,778-8465 John Rd.,Buckie,HI,65009,2219,9/1/1944,10/26/2012,,Inc.Woodworkers.Supply@AlloyFoundersGutmann.com,217386770,email,3911,Esq Slant,47,8/23/2008,74,Fee Driven,Inc,Credit,Fifth Ave.,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
102013,1,1,Mrs.,Wyatt,U,Hancock,Jr.,Co Shapiro,537-1252 Quality Avenue,5907 B St.,"P.O. Box 696, 8501 Pa Avenue",Walsall,VA,55841,6006,3/7/2010,11/9/2012,,Richards@ErieBrush.edu,217443007,email,118316,Amgen Thrifty,20,1/17/1959,56,Middle Market,Friese,Thomas,Fifth Ave.,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
102014,1,1,Miss,Grady,U,Olson,III,Inc Metropolitan,3572 True Av.,"P.O. Box 572, 4409 Manufacturing Road",Ap #403-2384 Lindsays Street,Montague,DE,24801,1016,9/19/2004,10/21/2012,,Regan.Denis@VardaJohn.org,217499244,email,209321,General Insurcorp,49,4/18/1991,76,Upscale,Travel,Breen,Fifth Ave.,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
102015,1,1,Miss,Joel,P,Ruiz,,Inc Lindsays,3221 State St.,1489 American Av.,Ap #362-8513 Door St.,Watertown,FL,70990,6587,7/13/2005,5/5/2013,,Trading.Co.Hislop@Inc.org,217555481,email,150534,Paul D,23,9/3/1960,77,Upscale,Pro,Nursing,Fifth Ave.,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
102016,1,1,Ms.,Rajah,U,Spencer,II,Ridley Ridley,"P.O. Box 397, 2159 And Avenue","P.O. Box 797, 7191 Products Rd.","P.O. Box 842, 8264 & St.",Rothesay,PA,24499,5824,1/6/1945,8/22/2012,,Burring@BrownLaw.edu,217611718,email,144651,Growers Cook,40,5/8/1999,80,Middle Income Depositor,Supply,Village,Fifth Ave.,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
102017,1,1,Miss,Preston,I,Booth,II,Casebolt Victor,540-9383 Motel Avenue,"P.O. Box 542, 8528 Spears Av.",629-8720 Central Ave,Harderwijk,MD,49105,3920,7/26/1950,5/29/2012,,Porter.Wright.Morris@J.com,217667955,email,130862,White &,38,10/31/2000,51,Middle Income Depositor,Ne,P,Fifth Ave.,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
102018,1,1,,Xander,F,Bryant,Jr.,Muller Drugs,Ap #171-2788 Society Road,"P.O. Box 981, 286 Brown Rd.",314 Jeffrey Avenue,Market Drayton,CT,18972,694,1/25/2026,8/28/2012,,Realtor.A.B@CountryClub.co.uk,217724192,email,130824,Dennis J,6,11/22/1987,14,Middle Market,Inc,Ortman,Fifth Ave.,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
102019,1,1,Mrs.,Noble,D,Fowler,Sr.,Printing Wyckoff,968 & Rd.,650-201 Brook St.,"P.O. Box 446, 5771 H Av.",Stafford,SC,4522,2488,9/4/1936,1/26/2012,,Works.Department.Office@MicroWire.co.uk,217780429,email,124441,Supply Kapetanakis,23,6/30/2006,88,Middle Income Depositor,Healey,Baking,Fifth Ave.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
102020,1,1,,Hoyt,T,Harvey,Jr.,Larson John,7622 Dream Road,Ap #872-5518 House Rd.,406-1942 Clnrs Rd.,Brampton,NV,3916,4161,8/10/2005,4/13/2013,,Architects.Inc@&.org,217836666,email,14978,& Libowitz,32,7/17/2004,17,Low Income Depositor,Hislop,Country,Fifth Ave.,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
102021,1,1,Miss,Josiah,U,Hester,Jr.,Recycle Metals,524-5050 Stop Road,Ap #171-6758 Repair St.,5417 L St.,Honolulu,NE,91566,6055,11/26/1994,12/18/2012,,Co.Red@Moving&Storage.co.uk,217892903,email,202898,& Wlpaper,5,3/4/2011,35,Upscale,Marwick,Distribution,Fifth Ave.,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
102022,1,1,Ms.,Orson,M,Hyde,III,F Esq,Ap #606-822 Personnel St.,"P.O. Box 928, 8607 Travel Rd.",1625 Gerald Rd.,Bristol,FL,2111,3784,12/14/2002,5/11/2013,,Jackson@Warehouse.net,217949140,email,109493,Burnie The,49,2/19/1987,99,Credit Driven,Mortgage,Proj,Fifth Ave.,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
102023,1,1,Mrs.,Cedric,A,Gonzalez,II,University Of,383-4417 Imag Road,5550 Mechanical St.,723-5475 Dorfman Rd.,Bonnyrigg,NM,37364,5514,11/30/2017,9/24/2012,,Inc.Precision.Electric@OliverJerroldB.net,218005377,email,201606,Tec Inc,33,7/30/1980,77,Upscale,Temple,Collins,Fifth Ave.,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
102024,1,1,Mrs.,Harrison,D,Cain,Sr.,A Jr,Ap #368-2548 & Rd.,Ap #254-8980 & Rd.,4337 F Road,Hartford,DE,4468,5628,5/10/2026,8/8/2011,,Associates@Brown&.com,218061614,email,161388,Erie Brush,31,8/17/1987,55,Upscale,Esq,Affrs,Fifth Ave.,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
102025,1,1,Mrs.,Randall,G,Mercer,,Pacific Seating,Ap #467-2645 Delvel Avenue,Ap #315-3509 Arbor Avenue,7696 Md Av.,Roswell,WA,97702,166,5/8/1952,4/11/2012,,Philip.S@Helm.co.uk,218117851,email,33057,Barco/chromatics Inc,46,2/17/1975,9,Low Income Depositor,Office,Philip,Fifth Ave.,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
102026,1,1,Ms.,Rogan,S,Kaufman,Sr.,International Nielsen,641-8171 Odonoghue Av.,"P.O. Box 145, 2167 Enterprises Road",2247 C Rd.,Lomprez,NY,8852,2612,4/8/1999,10/5/2012,,Village.Nursing@CaliforniaPaint.org,218174088,email,100280,James D,13,10/31/2004,86,Middle Market,Esq,Inn,Fifth Ave.,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
102027,1,1,Miss,Steel,Y,Morse,Sr.,Buy &,Ap #407-6225 Agency St.,Ap #254-9057 Nursing Av.,"P.O. Box 445, 4837 Inc Street",Bolton,MI,6743,1625,11/25/2010,7/4/2012,,Perkiss@ContractorsIncMurtha.ca,218230325,email,131523,Daniel S,6,9/11/1964,98,Middle Income Depositor,Meyer,Valley,Fifth Ave.,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
102028,1,1,Mrs.,Samuel,Q,Kirby,II,Channel 10,395-9792 Music Road,Ap #445-5196 Shapiro Ave,"P.O. Box 195, 5281 Sav Rd.",Sint-Gillis,WY,81662,4697,8/3/1964,11/3/2011,,A.Esq@Boykin.edu,218286562,email,145913,H Midwest,41,11/4/2002,96,Credit Driven,Letterguide,Claudia,Fifth Ave.,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
